instrument_id,price,is_buy,signal_mask,send_time_ns
8,154.43559,1,4,599031517799583
0,150.47729,1,4,599031517799625
1,143.60676,1,4,599031517799625
2,150.34280,1,4,599031517799666
3,148.00247,0,4,599031517799708
5,147.68354,0,4,599031517799750
6,150.92987,0,4,599031517799750
8,154.46918,1,4,599031517799833
2,150.49190,1,4,599031517800458
3,147.49528,0,4,599031517800500
5,147.66040,0,4,599031517800541
0,149.36701,0,4,599031517800583
1,142.50523,0,4,599031517800625
2,150.60545,1,4,599031517801500
5,147.53584,0,4,599031517801541
6,151.65592,1,4,599031517801583
2,151.78836,1,4,599031517801666
3,148.64933,1,4,599031517801708
6,152.32503,1,4,599031517801750
7,151.06946,1,4,599031517801750
0,149.80954,1,4,599031517801833
1,142.96560,1,4,599031517801875
3,149.17864,1,4,599031517801916
5,148.96039,1,4,599031517801916
8,153.56832,0,4,599031517802000
1,143.32006,1,4,599031517802041
3,149.64713,1,4,599031517802083
4,154.69715,0,4,599031517802125
5,149.16205,1,4,599031517802125
6,152.12271,0,4,599031517802166
7,149.81172,0,4,599031517802208
8,153.50909,0,4,599031517802250
9,152.29182,1,4,599031517802250
0,149.16507,0,4,599031517802291
1,143.62624,1,4,599031517802333
5,149.28436,1,4,599031517802375
6,152.10211,0,4,599031517802416
0,148.82426,0,4,599031517802500
2,150.70729,0,4,599031517802500
5,149.52402,1,4,599031517802541
0,148.81416,0,4,599031517802625
1,143.22724,0,4,599031517802666
4,152.57734,0,4,599031517802750
5,149.71667,1,4,599031517802750
6,152.31061,1,4,599031517802791
0,148.06526,0,4,599031517802833
3,148.45352,0,4,599031517802875
4,152.54181,0,4,599031517802916
6,152.47273,1,4,599031517802958
9,151.68804,0,4,599031517803000
1,143.86362,1,4,599031517803000
2,149.19826,0,4,599031517803041
3,148.34023,0,4,599031517803083
4,152.26358,0,4,599031517803125
7,148.89685,0,4,599031517803166
9,150.84937,0,4,599031517803208
0,149.15410,1,4,599031517803250
1,144.47799,1,4,599031517803250
2,148.89733,0,4,599031517803291
3,148.29834,0,4,599031517803291
1,144.82751,1,4,599031517803416
2,148.44691,0,4,599031517803458
8,153.33110,0,4,599031517803541
2,147.56194,0,4,599031517803583
4,151.84266,0,4,599031517803625
6,151.42069,0,4,599031517803666
7,148.57128,0,4,599031517803666
8,153.32158,0,4,599031517803708
0,149.04735,1,4,599031517803708
4,151.51031,0,4,599031517803833
5,149.27537,0,4,599031517803833
6,150.88147,0,4,599031517803875
7,148.20113,0,4,599031517803916
8,152.74417,0,4,599031517803916
0,149.60659,1,4,599031517803958
1,145.39916,1,4,599031517804000
2,148.88888,1,4,599031517804041
3,149.20463,1,4,599031517804041
4,151.45203,0,4,599031517804083
7,147.56745,1,6,599031517804166
0,149.64042,1,4,599031517804208
4,150.96136,0,4,599031517804250
5,150.57495,1,4,599031517804291
6,151.60883,1,4,599031517804333
7,147.46138,1,6,599031517804333
8,153.39976,1,4,599031517804375
0,150.30868,1,4,599031517804416
4,150.41668,0,6,599031517804500
6,152.01290,1,4,599031517804541
7,147.12234,1,6,599031517804583
1,145.24067,1,4,599031517804666
3,149.55428,1,4,599031517804708
4,150.48705,1,2,599031517804791
5,150.18800,0,4,599031517804833
8,152.78497,0,4,599031517804875
0,149.44084,0,4,599031517804916
1,145.25014,1,4,599031517804958
4,150.04243,1,2,599031517805000
5,149.58517,0,4,599031517805041
6,151.15223,0,4,599031517805083
8,152.21882,0,4,599031517805125
3,149.06400,0,4,599031517805166
4,149.96829,0,6,599031517805208
5,149.14337,0,4,599031517805250
0,150.63500,1,4,599031517805375
4,150.03487,1,2,599031517805458
6,152.13693,1,4,599031517805500
7,148.90705,1,4,599031517805541
9,148.04183,0,4,599031517805583
0,151.05227,1,4,599031517805625
1,146.14585,1,4,599031517805625
2,149.97288,1,4,599031517805666
3,149.59042,1,4,599031517805708
4,150.13293,1,6,599031517805750
6,152.58515,1,4,599031517805791
9,147.50703,1,6,599031517805875
1,147.18246,1,6,599031517805916
3,149.86492,1,4,599031517805958
4,150.23347,1,4,599031517805958
7,147.60066,0,4,599031517806041
2,149.28411,0,4,599031517806125
4,149.64002,1,2,599031517806166
5,150.07915,1,4,599031517806208
7,147.36676,0,4,599031517806250
8,151.61536,0,4,599031517806291
9,147.78334,1,4,599031517806291
2,149.24996,0,4,599031517806375
3,149.71081,0,4,599031517806375
4,149.16666,0,6,599031517806416
5,150.38345,1,4,599031517806458
6,153.24417,1,4,599031517806500
8,150.25777,0,4,599031517806541
0,150.71807,0,4,599031517806583
1,147.18074,1,4,599031517806583
3,149.00089,0,4,599031517806625
4,149.56144,1,2,599031517806666
4,149.77339,1,4,599031517807541
5,149.24367,0,4,599031517807583
6,152.06917,0,4,599031517807625
7,146.79159,0,4,599031517807625
2,149.53936,0,4,599031517807750
3,149.29413,1,4,599031517807750
4,148.96315,1,2,599031517807833
5,149.16130,0,4,599031517807833
8,150.00528,0,4,599031517807916
0,150.67844,0,4,599031517807916
2,149.24385,0,4,599031517807958
4,148.87229,0,6,599031517808000
5,148.81066,0,4,599031517808041
0,149.51744,0,4,599031517808125
2,149.10339,0,4,599031517808208
6,151.63382,0,4,599031517808291
7,146.00635,0,4,599031517808291
8,150.25561,1,4,599031517808333
9,147.53530,0,4,599031517808375
1,147.84649,1,4,599031517808416
3,150.06676,1,4,599031517808458
4,148.44895,1,2,599031517808500
7,145.83127,0,4,599031517808541
0,150.83959,1,4,599031517808625
2,150.11922,1,4,599031517808666
3,150.44101,1,4,599031517808666
1,146.93182,0,4,599031517808791
6,151.55688,0,4,599031517808875
3,150.13090,0,4,599031517809000
5,146.69340,0,4,599031517809083
6,151.38299,0,4,599031517809083
8,149.82149,0,4,599031517809125
1,148.20182,1,4,599031517809208
2,151.23404,1,4,599031517809250
3,149.88311,0,4,599031517809250
9,146.65291,0,4,599031517809375
3,149.83777,0,4,599031517809458
4,148.22185,0,4,599031517809458
7,145.36384,0,4,599031517809541
8,151.04472,1,4,599031517809541
0,150.59507,1,4,599031517809625
5,146.25287,0,4,599031517809666
6,151.32314,0,4,599031517809708
8,151.82226,1,4,599031517809750
9,148.09725,1,4,599031517809791
0,150.60892,1,4,599031517809791
1,148.35443,1,4,599031517809833
2,151.18563,1,4,599031517809833
3,150.94313,1,4,599031517809875
6,151.20236,0,4,599031517809916
0,150.63473,1,4,599031517810000
1,148.44499,1,4,599031517810041
2,151.82261,1,4,599031517810041
3,151.21952,1,4,599031517810083
5,147.69401,1,4,599031517810125
6,150.21740,0,4,599031517810166
7,144.95976,0,4,599031517810208
8,150.87173,0,4,599031517810208
0,151.05449,1,4,599031517810250
1,148.79901,1,4,599031517810291
4,148.63432,1,4,599031517810375
6,150.00411,0,4,599031517810416
8,150.85695,0,4,599031517810458
0,152.03399,1,4,599031517810458
3,150.99276,0,4,599031517810541
4,148.81217,1,4,599031517810541
5,146.95155,0,4,599031517810583
6,149.41578,0,4,599031517810583
7,146.59553,1,4,599031517810625
8,150.35925,0,4,599031517810666
1,147.83680,0,4,599031517810708
3,150.77970,0,4,599031517810708
5,146.76011,0,4,599031517810750
6,148.42749,0,6,599031517810791
7,147.56907,1,4,599031517810833
8,150.25721,0,4,599031517810875
9,148.96887,1,4,599031517810875
0,151.17429,0,4,599031517810916
2,151.08954,0,4,599031517810958
3,149.96340,0,4,599031517811000
4,148.31422,0,4,599031517811000
6,147.80348,0,6,599031517811041
0,150.93296,0,4,599031517811125
2,151.08203,0,4,599031517811166
4,147.66655,0,4,599031517811208
5,148.41295,1,4,599031517811208
6,147.87667,1,2,599031517811291
8,151.69848,1,4,599031517811333
9,148.30410,0,4,599031517811375
0,150.11639,0,4,599031517811416
1,147.32767,0,4,599031517811416
2,150.94776,0,4,599031517811458
3,151.20702,1,4,599031517811458
5,148.75019,1,4,599031517811500
6,147.90812,1,6,599031517811583
8,152.25760,1,4,599031517811625
0,149.69136,0,4,599031517811625
1,147.16706,0,4,599031517811666
4,148.05103,1,4,599031517811708
5,149.82802,1,4,599031517811750
6,147.89131,1,2,599031517811791
7,147.37994,0,4,599031517811791
9,148.87373,1,4,599031517811833
1,146.36961,0,4,599031517811875
4,147.88725,0,4,599031517812083
5,148.96258,0,4,599031517812125
7,148.33455,1,4,599031517812166
8,152.87410,1,4,599031517812208
0,148.86921,0,4,599031517812250
2,151.02182,1,4,599031517812291
6,147.78686,0,4,599031517812375
8,153.13443,1,4,599031517812375
9,149.56177,1,4,599031517812416
0,148.57408,0,4,599031517812458
3,151.06033,1,4,599031517812500
4,148.44425,1,4,599031517812500
7,147.84888,0,4,599031517812583
0,148.45890,0,4,599031517812625
1,146.72312,1,4,599031517812625
3,151.69364,1,4,599031517812666
4,148.90188,1,4,599031517812708
5,148.57599,0,4,599031517812708
6,149.36665,1,4,599031517812750
8,152.02659,0,4,599031517812791
0,148.25238,0,4,599031517812833
1,147.47538,1,4,599031517812833
3,152.66608,1,4,599031517812916
4,149.05797,1,4,599031517813500
5,148.23791,0,4,599031517813541
6,149.89233,1,4,599031517813583
7,148.36915,1,4,599031517813583
8,151.11388,0,4,599031517813625
3,153.75399,1,6,599031517813708
4,149.27408,1,4,599031517814500
5,147.67078,0,4,599031517814500
6,150.01105,1,4,599031517814541
7,148.72785,1,4,599031517814541
9,149.16897,0,4,599031517814583
1,147.22187,0,4,599031517814625
2,150.20557,1,4,599031517814666
3,153.88258,1,6,599031517814708
5,147.63963,0,4,599031517814750
7,149.05726,1,4,599031517814750
2,151.05573,1,4,599031517814875
3,153.79150,0,2,599031517814916
5,147.21876,0,4,599031517814958
6,148.98844,0,4,599031517815000
0,148.34532,1,4,599031517815083
1,147.33070,1,4,599031517815083
2,151.20170,1,4,599031517815125
3,153.16762,0,4,599031517815125
5,147.08480,0,4,599031517815166
6,148.47908,0,4,599031517815208
7,147.41585,0,4,599031517815250
9,148.84215,0,4,599031517815291
0,148.95396,1,4,599031517815291
3,154.55387,0,2,599031517815375
4,148.80747,0,4,599031517815416
7,146.75760,0,4,599031517815458
9,148.76471,0,4,599031517815500
0,149.26904,1,4,599031517815541
1,146.59655,0,4,599031517815583
4,148.31187,0,4,599031517815583
7,146.20684,0,4,599031517815625
9,147.84266,0,4,599031517815666
4,147.76369,0,4,599031517815750
6,148.37477,0,4,599031517815791
8,151.04531,0,4,599031517815833
9,147.50790,0,4,599031517815833
3,153.99126,1,4,599031517815916
7,147.04566,1,4,599031517816000
9,146.41426,0,4,599031517816041
0,149.76828,1,4,599031517816083
1,145.85255,0,4,599031517816125
5,146.99919,0,4,599031517816208
9,146.11935,0,4,599031517816250
0,149.81226,1,4,599031517816291
1,145.84794,0,4,599031517816291
2,150.31859,0,4,599031517816333
9,145.96213,0,4,599031517816458
2,150.26757,0,4,599031517816541
4,149.10499,1,4,599031517816583
5,147.38581,1,4,599031517816625
7,146.37243,1,4,599031517816666
8,151.95584,1,4,599031517816666
2,149.66412,0,4,599031517816750
3,152.73493,0,4,599031517816750
4,149.48311,1,4,599031517816791
5,148.38509,1,4,599031517816833
7,146.48273,1,4,599031517816833
2,149.43621,0,4,599031517816916
3,152.05610,0,4,599031517816958
4,149.61199,1,4,599031517817000
7,146.66164,1,4,599031517817041
9,145.73416,0,4,599031517817083
0,148.48315,0,4,599031517817125
3,151.89932,0,4,599031517817166
4,149.72007,1,4,599031517817208
1,146.19165,0,4,599031517817291
3,151.43771,0,4,599031517817333
5,149.02273,1,4,599031517817375
6,149.49574,1,4,599031517817375
7,146.20435,0,4,599031517817416
8,151.20327,0,4,599031517817458
9,146.65664,1,4,599031517817458
3,151.41298,0,4,599031517817541
5,149.08551,1,4,599031517817583
6,149.70217,1,4,599031517817625
7,145.55668,0,4,599031517817666
8,151.16393,0,4,599031517817666
9,147.33207,1,4,599031517817708
0,148.30256,0,4,599031517817708
1,146.58943,1,4,599031517817750
5,149.25465,1,4,599031517817833
6,149.83434,1,4,599031517817875
7,145.49584,0,4,599031517817875
9,147.61525,1,4,599031517817958
1,146.83731,1,4,599031517818000
2,148.71401,0,4,599031517818000
3,152.06701,1,4,599031517818041
4,148.99717,0,4,599031517818083
9,148.32858,1,4,599031517818166
4,148.61046,0,4,599031517818250
5,148.74998,0,4,599031517818291
6,149.24496,0,4,599031517818333
8,150.78127,0,4,599031517818375
2,149.12154,1,4,599031517818458
3,151.25383,0,4,599031517818458
9,147.53076,0,4,599031517818750
2,149.23826,1,4,599031517818833
3,151.12456,0,4,599031517818833
4,149.30970,1,4,599031517818875
7,146.33729,1,4,599031517818916
0,147.94901,0,4,599031517818958
1,147.22762,0,4,599031517819000
4,150.32813,1,4,599031517819041
6,148.29168,0,4,599031517819083
7,146.51909,1,4,599031517819125
8,150.78324,0,4,599031517819125
8,150.06945,0,4,599031517819291
0,148.72505,1,4,599031517819333
1,149.48277,1,4,599031517819333
2,149.75099,1,4,599031517819375
4,149.95821,0,4,599031517819416
5,146.93515,0,4,599031517819458
7,144.58384,0,4,599031517819500
8,149.60477,0,4,599031517819541
9,147.06708,1,4,599031517819541
1,149.61356,1,4,599031517819583
3,151.29828,1,4,599031517819625
4,149.75456,0,4,599031517819666
5,146.64830,0,4,599031517819708
6,148.03677,0,4,599031517819708
7,144.00100,0,4,599031517819750
8,149.21869,0,4,599031517819791
0,148.57202,0,4,599031517820375
3,152.00042,1,4,599031517820416
4,149.55603,0,4,599031517820458
9,146.18496,0,4,599031517820541
2,151.51155,1,4,599031517820583
4,149.16053,0,4,599031517820666
5,147.72626,1,4,599031517820666
7,144.66980,1,4,599031517820708
8,149.94799,1,4,599031517820750
9,145.98516,0,4,599031517820750
0,149.33017,1,4,599031517820791
1,148.92435,1,4,599031517820833
2,152.32788,1,4,599031517820833
7,144.72175,1,4,599031517820958
2,152.77346,1,4,599031517821041
4,150.23418,1,4,599031517821083
5,147.58913,0,4,599031517821125
1,148.46960,0,4,599031517821208
3,151.20051,0,4,599031517821250
6,148.43918,0,4,599031517821291
8,149.64915,1,4,599031517821333
2,151.14468,0,4,599031517821375
3,150.70924,0,4,599031517821416
5,148.84896,1,4,599031517821458
6,147.89673,0,4,599031517821500
9,146.36014,1,4,599031517821541
0,148.73721,0,4,599031517821583
2,151.05323,0,4,599031517821625
5,149.52318,1,4,599031517821708
8,149.05841,0,4,599031517821750
9,147.24947,1,4,599031517821791
1,149.26579,0,4,599031517821833
3,151.71632,1,4,599031517821875
4,148.10463,0,4,599031517821916
6,148.88651,1,4,599031517821958
4,148.03056,0,4,599031517822083
7,144.94935,0,4,599031517822125
9,146.84263,0,4,599031517822166
1,149.72576,1,4,599031517822208
8,148.13208,0,4,599031517822291
3,152.45748,1,4,599031517822416
4,149.88826,1,4,599031517822416
6,149.20330,1,4,599031517822458
0,148.10124,0,4,599031517822541
1,149.42415,0,4,599031517822583
3,152.87644,1,4,599031517822583
4,149.93868,1,4,599031517822625
5,150.43354,1,4,599031517822666
7,144.56131,0,4,599031517822708
8,149.89355,1,4,599031517822708
9,146.62296,0,4,599031517822750
1,149.34824,0,4,599031517822791
3,152.97161,1,4,599031517822833
5,150.59249,1,4,599031517822875
7,144.12249,0,4,599031517822916
0,148.58174,1,4,599031517823000
5,150.74225,1,4,599031517823083
6,150.17889,1,4,599031517823125
8,148.21944,0,4,599031517823166
9,147.40625,1,4,599031517823166
1,151.02244,1,4,599031517823208
2,150.75964,1,4,599031517823250
4,151.00888,1,4,599031517823291
5,150.78815,1,4,599031517823333
6,150.36080,1,4,599031517823333
7,145.13675,1,4,599031517823375
9,147.67944,1,4,599031517823416
2,150.78109,1,4,599031517823500
4,151.06321,1,4,599031517823541
9,147.90398,1,4,599031517823625
1,149.60742,0,4,599031517823666
3,151.79418,0,4,599031517823708
4,151.33609,1,4,599031517823750
6,149.63018,0,4,599031517823791
8,148.34025,0,4,599031517823833
9,148.17033,1,4,599031517823833
3,151.55152,0,4,599031517823916
4,151.67675,1,4,599031517823958
6,149.01884,0,4,599031517824000
0,149.08189,1,4,599031517824041
1,150.18152,1,4,599031517824083
3,150.93079,0,4,599031517824125
7,144.90120,0,4,599031517824208
1,150.29908,1,4,599031517824250
2,149.77730,0,4,599031517824291
3,149.96734,0,4,599031517824333
4,150.57595,0,4,599031517824333
7,144.54960,0,4,599031517824375
1,150.50697,1,4,599031517833541
3,149.65116,0,4,599031517833541
5,149.97456,0,4,599031517833625
8,150.04599,1,4,599031517833666
9,147.03056,0,4,599031517833708
4,151.92891,1,4,599031517833791
5,149.77193,0,4,599031517833833
6,149.79898,1,4,599031517833875
7,144.74666,1,4,599031517833916
0,147.62404,0,4,599031517833958
1,148.96241,0,4,599031517834000
1,148.80707,0,4,599031517834166
4,151.63010,0,4,599031517834208
6,148.53721,0,4,599031517834250
0,148.49086,1,4,599031517834291
1,148.52859,0,4,599031517834333
2,149.07384,0,4,599031517834375
3,150.89692,1,4,599031517834375
4,151.28638,0,4,599031517834416
5,148.70132,0,4,599031517834458
9,147.56944,1,4,599031517834500
4,150.55322,0,4,599031517834583
5,147.66148,0,4,599031517834625
6,148.99683,1,4,599031517835333
7,144.34200,0,4,599031517835375
0,148.18898,0,4,599031517835416
3,150.55704,0,4,599031517835458
4,149.98085,0,4,599031517835500
5,147.57684,0,4,599031517835500
6,149.26175,1,4,599031517835541
7,143.49226,0,4,599031517835541
8,148.22438,0,4,599031517835583
9,147.32624,0,4,599031517835625
1,149.18881,0,4,599031517835666
3,150.10817,0,4,599031517835708
5,146.73290,0,4,599031517835750
6,149.72432,1,4,599031517835791
9,146.58629,0,4,599031517835833
0,148.59037,1,4,599031517835833
1,149.15322,0,4,599031517835875
5,146.57592,0,4,599031517835958
6,149.84705,1,4,599031517835958
8,150.62023,1,4,599031517836000
9,146.48760,0,4,599031517836041
1,149.04433,0,4,599031517836083
2,148.80822,0,4,599031517836083
4,148.94993,0,4,599031517837041
6,150.14557,1,4,599031517837083
7,142.70771,0,4,599031517837083
8,150.88921,1,4,599031517837125
6,150.35867,1,4,599031517837291
9,147.50387,1,4,599031517837333
0,148.35026,1,4,599031517837375
1,149.95128,1,4,599031517837416
3,151.32750,1,4,599031517837458
4,149.47401,1,4,599031517837458
5,146.66991,0,4,599031517837500
7,143.07239,1,4,599031517837541
9,147.61984,1,4,599031517837583
0,148.80054,1,4,599031517837625
1,150.09047,1,4,599031517837666
2,148.80223,0,4,599031517837666
4,149.91849,1,4,599031517837708
6,149.88918,0,4,599031517837750
7,144.18959,1,4,599031517837791
8,151.54269,1,4,599031517837833
9,147.73980,1,4,599031517837833
0,149.11698,1,4,599031517837875
1,150.41673,1,4,599031517837916
2,148.56430,0,4,599031517837916
3,151.07357,0,4,599031517837958
6,148.99346,0,4,599031517838041
7,145.07832,1,4,599031517838041
9,147.89138,1,4,599031517838083
3,150.85744,0,4,599031517838166
6,148.91824,0,4,599031517838208
7,145.78441,1,4,599031517838250
9,148.49659,1,4,599031517838291
1,149.23121,0,4,599031517838333
2,149.52632,1,4,599031517838333
3,150.66273,0,4,599031517838375
4,149.88645,1,4,599031517838416
5,147.60352,1,4,599031517838458
6,148.80822,0,4,599031517838458
8,151.94266,1,4,599031517838500
0,150.49537,1,4,599031517838541
2,149.97055,1,4,599031517838583
4,150.04960,1,4,599031517838625
5,147.82918,1,4,599031517838666
7,145.16836,0,4,599031517838708
9,147.89463,0,4,599031517838750
5,148.48275,1,4,599031517838833
7,144.74892,0,4,599031517838916
8,150.92455,0,4,599031517838958
9,147.87178,0,4,599031517839000
3,150.59550,0,4,599031517839083
7,144.24204,0,4,599031517839125
